user_name,screen_name,days,first_msg,no_of_msg,bot
frances2006asongbird,Frances Barrett,0.002940356190558,beautiful,1,1
5huggyavalynn23,Avalynn Kelley,0.001543602937901,Good day boys!,1,1
wendy372cobalt,Wendy Alexander,0.004093066277327,,0,1
lollyserena806,Serena Rios,0.001676281177335,,0,1
sooarmani2012m,Armani Castro,0.001528027209419,,0,1
liya_raj,Liya Raj,0.005318856098586,,0,1
liya_raj,Liya Raj,0.006220839981128,,0,1
luckymaryam445,Maryam Foster,0.00183239929378,Now i am really tired currently,1,1
jimmyjarehall,Jimmy Jarehall,0.081171278498239,bSfk,2,0
ella52camel6,Ella Colon,0.007401105896742,:(,1,1
nevaeh2000buttonj,Nevaeh Harvey,0.001571072571807,Who wishes to talk?,1,1
77halo6holland,Holland Zimmerman,0.000392483119611,looking a real man,1,1
72daniellascooby8,Daniella Gill,0.002197427432294,tidy,1,1
381violetbriar,Briar Fields,0.002985596924468,:),1,1
stacy7236,Stacy Clark,2.40719866781323,19 female,3,0
Thebrocksta,Brock Y,2.43802212090404,,0,1
lime368chloe,Chloe Griffith,0.001226570697294,somebody truly wants to chat with me?,1,1
heycatalina489,Catalina Schmidt,0.000763913321274,searching a good man,1,1
jtjdid,Stee L,0.143453046726408,,0,1
ujenesiskarot2004,Jenesis Brown,0.002987263089529,Heya everyone!,1,1
blue726sawyer,Sawyer Mitchell,0.001839954974475,Listen boys!,1,1
651brownkendra,Kendra Schmidt,0.00267609472352,lmfao,1,1
jocelyn52sienna9,Jocelyn Scott,0.002938508893605,,0,1
brownguy_970,Brown Guy,0.031635397711286,Eapu,1,0
grizzlykimberly2008b,Kimberly Jacobs,0.001728766599187,anyone would like speak with me?,1,1
2010omagicemma,Emma Phelps,0.00141294579539,,0,1
classyGabeforreals,Gabe .,4.08317413083381,Cbvm,1,0
yellowcecelia225,Cecelia Washington,0.002201553036769,Now i am darn tired nowadays,1,1
u2011divamaggie,Maggie Lawson,0.002718532681465,kind,1,1
toiletslave54321,Dark Deeds,0.018776269946937,jkkv,1,0
HotManuel1998,HotManuel Rodriguez,0.009345075896493,Sjyf,2,0
alisond2000golden,Alison Owen,0.002238492830484,:/,1,1
ryliecoffee879,Rylie Stevenson,0.003091880742598,omg,1,1
dixie46emily5,Emily Marquez,0.001361864145707,,0,1
queenie2014meilanim,Meilani Chase,0.003791041686027,Who wishes to talk?,1,1
shinyzariyah2011w,Zariyah Rodriguez,0.001339255143647,Anyone looking some fun?,1,1
Username unavailable,💋ms kk😘 ,0.000395227990769,,0,1
fizzylyric637,Lyric Gates,0.005515738066148,I am dang annoyed nowadays,1,1
huggyevef2004,Eve Ingram,0.001748056707007,,0,1
israeli55,Israeli Co,3.21400039628424,,0,1
lauraxcanary2015,Laura Lucas,0.00195498118522,,0,1
arabella2005hsweetie,Arabella Lloyd,0.001710707964721,Whats up boys!,1,1
9bionic65arely,Arely Taylor,0.004302680456528,looking true man,1,1
fizzy671julissa,Julissa Salazar,0.001643323092549,remarkable,1,1
honey4adele32,Adele Baldwin,0.001711738399333,,0,1
sienna2robin59,Robin Hopkins,0.002572688385844,Who wants to speak?,1,1
celeste2010mcameron,Cameron Norris,0.001497149445392,Hey all everyone!,1,1
NotSoRandom77,NotSo Random,0.156793149235072,,0,1
magic2012rrose,Rose Gibbs,0.001881539967877,,0,1
sweetiemara227,Mara Bryan,0.004784559726163,somebody wishes to speak with me?,1,1
973kianatwittie,Kiana Miller,0.002211898005119,,0,1
dazzlin245hunter,Hunter Austin,0.001932488859252,Who wants to chat?,1,1
bkarterolive2005,Karter Nguyen,0.002135804201718,anyone would like to chat with me?,1,1
bkarterolive2005,Karter Nguyen,0.002271048247262,I m so damn lonely currently,1,1
desertarden135,Arden Phelps,0.002236391184507,browsing true man,1,1
NotSoRandom77,NotSo Random,0.161342736474342,Jmtz,2,0
ariefjbwkz,Arief Jbwkz,3.97390699895168,Spew,3,0
tony.7whd,Tony ⚡️,0.00100488981715,,0,1
Micheal5163,Micheal Graham,0.013227487686608,,0,1
nataly477brown,Nataly Flores,0.000434696103136,someone needs to meet with me?,1,1
leia2007gigglen,Leia Rowe,0.004586182970692,remarkable,1,1
92shiny4frances,Frances Christensen,0.002103124561685,,0,1
RockieAngela,Rockie Angela,0.010714068920524,Wad up,2,1
Elphi_,Catherine Straub,0.828450680386137,Hi,7,0
ycupcakeevie2009,Evie Jones,0.004280051657999,Hello boys!,1,1
9alishastar79,Alisha Lee,0.001937780319541,awesome,1,1
399sizzlinsummer,Summer Watkins,0.004086194695146,:),1,1
sexypantswilson,Rachael Wilson,0.005325238884047,Epjm,1,0
jessymerlin,Jessica Merlin,0.648583178153193,,0,1
l2010gianafluffy,Giana Crawford,0.00748017333172,seeking a good man,1,1
AustinHawk67,Austin Kienutske,0.008987490518226,Hey,2,0
rana_abdullah297,rana abdullah,0.00754049287902,Zk ac,2,0
cmariemagic2012,Marie Page,0.001748951988088,,0,1
ciccilo98,Matt Capo,0.01041511648507,W b s 4,3,0
1999astridhearte,Astrid Wallace,0.002237571872495,someone chooses to meet up with me?,1,1
audreyusnow2013,Audrey Ray,0.003257329050038,I m so darn tired right now,1,1
Chantrel16,Chantrel F,0.005659285957615,,0,1
61celeste3everly,Everly Townsend,0.001786466389894,Anybody wanting a good time?,1,1
aliyau2007soft,Aliya Hodge,0.003783713755784,amazing,1,1
dazzlinerika221,Erika Lawrence,0.003263579615288,Who wishes to talk?,1,1
110kimoracupid,Kimora Garner,0.000789533558267,lmao,1,1
myahprinkyi2016,Myah Richards,0.001036561316362,,0,1
m_a_19_97_,M A,0.582449673198991,Unvx,1,0
avalynnchestnut593,Avalynn Wagner,0.002855579312201,;),1,1
avalynnchestnut593,Avalynn Wagner,0.003318504506239,:),1,1
jazminstar255,Jazmin Matthews,0.004099485451976,lmfao,1,1
dannapickle2004j,Danna Reeves,0.001560537790259,Anyone looking some fun?,1,1
xforeverholland2010,Holland Graves,0.002233000728819,seeking a real man,1,1
AnandViraj0007,Anand Viraj,2.96662440856298,,0,1
freakyBoy2323,Roy DIXON,0.153883968415084,Umtx,2,0
www.mary101,Miss Mary,0.812444045270483,hello,1,1
xjurneetwinkles2012,Jurnee Reynolds,0.004346926228868,somebody hopes to chat with me?,1,1
624flipangel,Angel Phelps,0.003769919858487,Someone seeking a good time?,1,1
2001natalycherrya,Nataly Ray,0.001119661187684,Yo boys!,1,1
33funnyaugust5,August Burns,0.000654704236874,Anyone seeking some fun?,1,1
haris.shahid2,Haris Shahid,1.06722786348727,pujc,2,0
2013glilianhugs,Lilian Hammond,0.001325541602241,tidy,1,1
amayahbling2016v,Amayah Huff,0.001124007635646,I am dang tired currently,1,1
vcollinsgarden2006,Collins Ramirez,0.00138342268765,lol,1,1
23canary7journi,Journi Gibson,0.002758864716247,fun,1,1
saniyahp2002pinkie,Saniyah Waters,0.003322850537521,lovely,1,1
bekkdjd,Peolo Ejkdndkd,3.88567881107606,Hey,2,0
ciccilo98,Matt Capo,0.037369833061541,E e r a,1,0
cherrieamaris2018b,Amaris Conner,0.001188958298277,,0,1
wreasifbr,J Cole 🐐🔥,0.022926984092704,Hi,1,0
28girliebella2,Bella Sawyer,0.002880076396245,Who wants to talk?,1,1
jolielpanda2017,Jolie Nicholson,0.002645358112123,let s chat,1,1
2017chloeylive,Chloe Casey,0.00333806582899,,0,1
JC691988,Joshua Cox,0.215377306463542,tcuz,1,0
6macy83chic,Macy Morton,0.002193088332812,,0,1
raqueldiva869,Raquel Patton,0.004233738186735,lets talk,1,1
dax0901,Arb Arb,0.156942927641449,,0,1
bekkdjd,Peolo Ejkdndkd,3.89023439006949,Is an admin on?,2,0
Luciferz17,Lucifer 🙂,0.037794103807321,Hey,2,1
johnmccall284,John Mccall,1.68245226821414,,0,1
melstgt,Mel M.,0.070280476179388,,0,1
56valerie9muffin,Valerie Roberts,0.002326716623373,;),1,1
heckmant123,Heck Mant,0.006683984652713,,0,1
francessparkles2002p,Frances Hernandez,0.003868926758016,Anyone looking some entertaining?,1,1
2ariyahmunchkin95,Ariyah Lane,0.001163261066432,Any one searching some entertaining?,1,1
5forever76janessa,Janessa Moody,0.002703283553322,,0,1
Supatease,Abbs 01,1.01664168964106,d z k c,1,0
TJarm73,Toot Jarm,0.51984331023362,Raah,2,0
simoxlavida,Simo Lavida,0.009897693235565,,0,1
ximena303glitzy,Ximena Brock,0.002161824935012,looking a good man,1,1
turkeyn2001kayla,Kayla May,0.000598548642463,:/,1,1
katejohnson3236,Kate Johnson,0.141507369420595,Accept,1,1
Jonn16106,Jon Than,0.000439546729128,erxw,1,0
aubreec2001cream,Aubree Underwood,0.003135773936907,,0,1
1mariana92hey,Mariana Evans,0.001679281895911,Greetings guys!,1,1
cchicvada2013,Vada Burke,0.002699085454698,,0,1
anttom248,Anthony Tomasi,0.003488457467821,I agree,3,0
toridavis11,Davis Tori,0.003133103361836,,0,1
lovely_Bri16,Bri ✌,4.37498217579667,,0,1
vmylah2013green,Mylah Dixon,0.002810973927931,Hey there everyone!,1,1
lennoxcupcake526,Lennox Estrada,0.001723945825188,,0,1
FreddyH5,Freddy Hermann,0.009033424661115,,0,1
vx546,. سعود,0.030764508457096,,0,1
pheebz21_,P 👿,0.005907528817102,weuj,2,0
5mariahhoney66,Mariah Holt,0.001288965107114,,0,1
318colettecinnamon,Colette Reyes,0.000595209104595,I m really bored these days,1,1
piggy2009camryns,Camryn Lynch,0.002797688140913,Who wants to chat?,1,1
sylvie2007starh,Sylvie Richardson,0.002423628306499,,0,1
pcerulean1999harlee,Harlee Ward,0.001799438802732,;),1,1
scot895,Gary Thompson,4.85202395587608,,0,1
emmalyn2001cherryw,Emmalyn Crawford,0.001396972283169,omg,1,1
gracie2011msnicker,Gracie Fletcher,0.006291633775389,Any one looking some fun?,1,1
rtiny2013milan,Milan Roman,0.001181445974443,,0,1
2017aitanaecarot,Aitana Pittman,0.002044960961298,,0,1
Annadawnrosie,Anna dawn Rosie,0.970144752520654,,0,1
dannab2003cream,Danna Wong,0.00162982220451,Howdy boys!,1,1
413abbytee,Abby Grant,0.000866901915934,,0,1
2009trinitylpinkest,Trinity Figueroa,0.000698871689814,,0,1
picklebella813,Bella Rogers,0.000737750797912,,0,1
d_o.69,Paul 69,2.55617813529792,rbaf,1,0
70poopiemalaya8,Malaya Page,0.003090265625053,omg,1,1
madscotsman39,Aj .,4.06996431684053,Nslw,4,0
mrbigrodg11,Rodger Stayskal,0.341048565197874,Betu,2,0
fanika2009steel,Anika Swanson,0.001082375695308,useful,1,1
babycakel2005matilda,Matilda Maxwell,0.002565944716334,let s chat,1,1
shhafeq,. Shafq,0.999526144277166,,0,1
3maryam23pizza,Maryam Nguyen,0.001798724377597,,0,1
meilani85ham9,Meilani King,0.002359131778832,Who wants to speak?,1,1
mgraydream2014,Dream Hanson,0.001473851488144,I am just damn annoyed currently,1,1
laneydazzlin903,Laney Wong,0.003745086645639,funny!,1,1
2014malaniwsleepy,Malani Guzman,0.000669152612487,I am dang lonely now,1,1
chickykatelynw2002,Katelyn Ford,0.002727665655591,Who wishes to meet?,1,1
3ceruleanaddison85,Addison Ryan,0.001411231375403,,0,1
867evavanilla,Eva Cohen,0.002220301669505,;),1,1
2peach35hailee,Hailee Flores,0.003735982759131,someone wishes to talk to me?,1,1
7nylah29twittie,Nylah Parker,0.005749520664966,lmao,1,1
clumzie7clarissa58,Clarissa Norton,0.001438617709058,:(,1,1
miss1maia46,Maia Lane,0.002715149080312,let s chat,1,1
2016koaklynjingle,Oaklyn Chase,0.003691428430654,looking true man,1,1
3ceruleanaddison85,Addison Ryan,0.002729764061945,Sup boys!,1,1
navymabel2018x,Mabel Hanson,0.003024401650937,somebody would like to meet with me?,1,1
kathleen980warm,Kathleen Smith,0.001566717274211,Someone looking some entertaining?,1,1
kathleen980warm,Kathleen Smith,0.002373299256519,Now i am darn tired right away,1,1
surfandsun1988,Dan M,3.88733995785868,njpc,3,0
2015ylilianazure,Lilian Henry,0.001427987383472,:(,1,1
panda2014emeliak,Emelia Richards,0.004375118704306,,0,1
divya_nair5,Divya Nair,0.0076116969464,,0,1
btucks87j,Ben James,0.020497570391055,Byce,2,0
bullyjohn23,Bully John,0.027862764318232,Yo 18m with monster cock pm,2,0
2jayleenbubble54,Jayleen Garrett,0.003501525499203,Any one seeking a good time?,1,1
microlazer,Bruce Wayne,0.005463778329668,,0,1
najisohaib,Sohaib Najimi,0.017763083395031,Hi,1,1
mashalkhanafd,Mashal Khan,0.001413585433254,Kfh h,3,0
i2004arianafruity,Ariana Long,0.001412039393628,Anyone seeking a great time?,1,1
squishy31journi1,Journi Brown,0.004781976488453,Someone wanting a great time?,1,1
dillious777,Brody Barnes,0.309387521528535,Vasa,2,0
kalim951,Kalim Kalim,0.020443194903157,C2c on Skype womans ? Pm me pls,1,1
elliana983gold,Elliana Pratt,0.001907088590993,,0,1
3maisie55hot,Maisie Gill,0.003670729423563,very nice,1,1
harry00.7,Harry .,4.17443168794667,MCKW,1,0
MaoriTeke,Delphine Hammond,0.066648523904107,Cnzv,3,0
2015diamondjanessau,Janessa Shelton,0.002362837496179,searching a real man,1,1
e4lla,Ella 💘,2.5023509984767,Ffes,1,0
2002dalaryqkute,Dalary Farmer,0.002788269908892,Any one searching a good time?,1,1
coletted2007bun,Colette Long,0.004559764257736,browsing a good man,1,1
GloBalnot,Glo Bal,0.011409895072381,Gud boob,1,1
matteomilano99,Matteo Milano,1.05897452376507,,0,1
fuzzie2016mmiah,Miah Pope,0.007952602883732,decent,1,1
esecret2005rayne,Rayne Adams,0.001801617849204,,0,1
dylanadowning,Dylan Downing,0.070535407496823,Mtju,2,0
7sugararely90,Arely Frank,0.001897174343467,searching a good man,1,1
amaiaecryztal2017,Amaia Swanson,0.002642531394959,seeking true man,1,1
k2003rockkamryn,Kamryn Rice,0.000425852553712,:*,1,1
fuckyouhard2134,Jonathan Stacey,0.051871672115392,Verify,1,1
jetiri66,Je Tiri,0.40643489903322,,0,1
21missteresa1,Teresa Morales,0.004427491178115,,0,1
megacharlie2007m,Charlie Fuller,0.002436895080739,someone needs to talk with me?,1,1
2018danisweetya,Dani Mcguire,0.0012196086899,,0,1
2001whitneycamelb,Whitney Monroe,0.002638203540334,,0,1
isabell4932,Isabell Edrissie,0.021778806765322,19 USA,1,1
qmuahtalia2008,Talia Zimmerman,0.003013860746114,lets chat,1,1
a_sarriss,Antonis Sarris,0.001044066741511,Nope,1,1
2008isabelmagicv,Isabel Collier,0.002457997056621,,0,1
ariel343gray,Ariel Page,0.002179370017515,Who wishes to meet?,1,1
ram_11122,Ram Sexy,0.141786264153542,,0,1
snuggle4eloise51,Eloise Kelley,0.005336920663163,omg,1,1
princessselisa2014,Elisa Ruiz,0.001822111979127,,0,1
kathryndmystical2013,Kathryn Paul,0.002835582941771,:*,1,1
kimberleyclara76,Jasmine Christina,0.011819982189271,,0,1
twilight73linda5,Linda Manning,0.002748480085973,someone wishes to speak with me?,1,1
fatima2010jsmilie,Fatima Moran,0.002427745191035,lol,1,1
lyanna262megastar,Lyanna Hood,0.003085301118316,:*,1,1
lyanna262megastar,Lyanna Hood,0.004155262899068,Whats up everyone!,1,1
bickel_luv,Nathaniel Bickel,0.706958994691571,Hello patriots,1,0
kimberleyclara76,Jasmine Christina,0.015048865587623,,0,1
circus2008ttinsley,Tinsley Lawrence,0.003498043928433,high quality,1,1
derkh456,Derek Hansbrouqh,0.003086832988041,Wane,5,0
kennediwow787,Kennedi Jordan,0.002453373113164,,0,1
lastdogriver,hashbrowns puppy,3.9615689739171,hey,5,0
blaire2muah69,Blaire Reynolds,0.002608461095779,anyone really wants to speak with me?,1,1
Pr1ntesa,Miriam 🥶,2.76057439149806,Hey. I m 16. 😊,4,1
bendrallouis,Bendral Louis,1.17934101018089,,0,1
thalobrynlee2002,Brynlee Flowers,0.001622872438144,,0,1
naomi386maroon,Naomi Patrick,0.001208882047622,looking true man,1,1
august15black2,August Bowen,0.001901960681986,Who wants to chat?,1,1
19amaiacoal2,Amaia Black,0.002325444483647,Who wants to chat?,1,1
dia.0.1,Dia 101,0.005164523836639,Hello there !,3,0
bendrallouis,Bendral Louis,1.1846276121145,,0,1
turkey149adele,Adele Quinn,0.001411625792583,let s talk,1,1
vbunnienola2014,Nola Clay,0.00081760559369,:*,1,1
jollis9393,John Hollis,4.11394802222649,,0,1
tomato367dayana,Dayana Carter,0.002773436644563,very good,1,1
6lucky98isabella,Isabella Warner,0.000837361859503,,0,1
bickel_luv,Nathaniel Bickel,0.724141692229443,Wddu,1,0
simonsays0800,Simon Gedritis,4.38504750274398,Smwe,1,0
556creamtaylor,Taylor Bowen,0.002930462564583,wanting a real man,1,1
demi240karot,Demi Stephens,0.002818958372981,,0,1
2006taliamonsterx,Talia Ryan,0.001882485410681,Someone seeking a good time?,1,1
sdoozlesastrid2011,Astrid Medina,0.002762180621977,:),1,1
peterjames252,Peter James,1.32766691528537,ephj,1,0
amira2008chewyh,Amira Wright,0.001733269346533,,0,1
MestrSina,Moncef Alaya,0.318835135334068,hhhhello,3,1
flyingaddysonl2004,Addyson Parker,0.002629251706379,browsing true man,1,1
boogienpiper2012,Piper Zimmerman,0.000830526914861,,0,1
2estellaham95,Estella Riley,0.002296873833294,:*,1,1
boogienpiper2012,Piper Zimmerman,0.0027454767321,lets chat,1,1
psongbird2013angel,Angel Butler,0.001075622489055,Listen guys!,1,1
2001zoeyfcitron,Zoey Hunter,0.002722326547459,,0,1
90raelyn9light,Raelyn Boone,0.001777577264993,,0,1
71pumpkin6annie,Annie Townsend,0.002711150008771,let s chat,1,1
9neonnorah36,Norah Obrien,0.00086970054441,let s chat,1,1
shiny1xiomara87,Xiomara Lamb,0.004026101557193,;),1,1
2001ypreciousnala,Nala Armstrong,0.002548646474326,Heya everyone!,1,1
4june56frog,June Gibson,0.004332190470563,,0,1
patriciaclaramercy,Patricia Mercy,0.784519976689308,Hi,1,1
nana.335,Nana .,3.05802445669417,Tyeu,2,0
Achraf.Jb,Achraf J,1.73660086371281,,0,1
526creamharper,Harper Oliver,0.002345444361369,comfy,1,1
love13yearoldgirls13,Unknown Unknown,0.017396542968022,Bkkf,1,0
louelou133,Luis 😎,0.011173318147107,Dsbd,1,0
girlr2017jana,Jana Wright,0.001620152714076,:(,1,1
timothypatricia330,Patricia Timothy,4.80481405872714,My wm,3,0
creamaddyson2017m,Addyson Mccormick,0.000691196998512,Howdy everyone!,1,1
kira697missie,Kira Garner,0.001802345884067,,0,1
coral99haylee9,Haylee Waters,0.003488579629748,,0,1
muahlorelei755,Lorelei Phillips,0.001213208020285,,0,1
matteo1706003,Matteo Rutili,0.839350915562224,,0,1
konstantinosdonj,Konstantinos Donj,0.025409743979021,,0,1
Malghrabli,Mohammed Elghrabli,2.87527296651017,Frhp,3,0
bunny9lena40,Lena Barrett,0.002678997381418,I am just dang annoyed right now,1,1
2008ariyahnpickle,Ariyah Curry,0.001394884914712,somebody wishes to speak with me?,1,1
fuzzie2015willap,Willa Brown,0.00124694219342,,0,1
super2002valeryd,Valery Ramos,0.003381990508901,,0,1
dicy2011greta,Greta Mckinney,0.003154134639987,I m so darn annoyed currently,1,1
vbjygvkif,Francis K,0.006294560004716,Zvud,1,0
hunniegisabella2001,Isabella Webb,0.004233677108531,,0,1
St_Germain54,Gary Germain,0.013447737657914,,0,1
chickenemelia447,Emelia George,0.001115230537123,Seriously boys!,1,1
Margar10,Mary James,4.06857586307658,Hi there,1,1
skylardocm2012,Skylar Johnson,0.000971332084801,So i m dang annoyed right away,1,1
marleigh15doodsie1,Marleigh Barrett,0.001072494663574,Who wishes to speak?,1,1
melissa47adorable7,Melissa Pope,0.001924244684202,fancy,1,1
2013sweetieaddisonr,Addison Shelton,0.001679462624921,,0,1
adorableaaliyah627,Aaliyah Curry,0.004382128781743,Who wishes to meet?,1,1
albjus40,Justin Albert,0.341844249552599,,0,1
84davinasecret2,Davina Beck,0.00297104868348,,0,1
HotHead799,Kevin Blacks,0.746868792121057,,0,1
loveyoungholes13,Unknown Uagss,0.004768976549859,Fvbs,2,0
g2000alissonfudgy,Alisson Dawson,0.003516989689734,somebody truly wants to speak with me?,1,1
22ximenaash4,Ximena Osborne,0.001204643401283,,0,1
yosoyosoy,Yo Soy,4.40861041520481,Jaby,2,0
bigguy8inchs3,James Wolf,0.062759463246222,Rnkb,1,0
zahra630dollie,Zahra Pratt,0.000919206081717,funny!,1,1
dhruvin19,Dhruvin Patel,0.131728704499978,,0,1
16noemisweetie8,Noemi Rodriquez,0.002586812818492,,0,1
engineermilk,Micheal Griffin,0.907961626723409,Hello everyone,5,1
cotton2014kjayden,Jayden Cain,0.000652064650699,Who wants to speak?,1,1
lookitsjonnybravo,Jonathan Noel,0.002380182748591,Clay,2,0
smilesierra2015t,Sierra Freeman,0.001608625658684,looking a real man,1,1
m_a_19_97_,M A,0.736214516736843,Vebd,1,0
khm19667,Khup Z,0.003465838459907,,0,1
Demonbass123,Les Foster,0.96649178766818,,0,1
kadencewabbit824,Kadence Valdez,0.001034470114995,let s talk,1,1
alivialight614,Alivia Schultz,0.001798279315785,,0,1
kefsenjowemn,suzan davis,1.90366988354259,,0,1
carriesholkey,Carrie Sholkey,0.189343421158415,,0,1
mabelcherryv2005,Mabel Mitchell,0.005091919962455,,0,1
gil_khid,Gil Bert,0.010337724235875,Ok,2,1
799pipercanary,Piper Allen,0.002441262437238,,0,1
DanielXDLX,Daniel D,0.01059050127312,,0,1
danielle4blue42,Danielle Evans,0.001470004772698,haha,1,1
Ange.___.lina,Angelina Sag ich nicht,0.001979522978266,,0,1
2000brownsteviel,Stevie Hale,0.003375884951265,omg,1,1
mojotwister,Chuck Privette,0.019698159661558,,0,1
DanielXDLX,Daniel D,0.012721302205766,,0,1
missievanessag2007,Vanessa Martin,0.003507542428043,,0,1
2012isabelblondieq,Isabel Fleming,0.002907138632403,:),1,1
djourney2015icing,Journey Atkins,0.004306919745825,well put together,1,1
2015taliatiggerk,Talia Cortez,0.001987811843002,Who wants to chat?,1,1
stevenschulze112,Steven Schulze,0.003929759526142,Edcf,1,0
huggablesloan2018o,Sloan Bridges,0.001588426279249,Anybody looking some fun?,1,1
mikaylaj2002tiger,Mikayla Blair,0.001193319032038,omg,1,1
dixiejestella2006,Estella Sandoval,0.002506060117373,lmfao,1,1
coleyres74,colin eyres,0.08957987041661,Zhaz,1,0
camel270adalyn,Adalyn Tate,0.001615973727571,searching true man,1,1
D4Z4T,Troja Dong,0.161282006046838,Chemdraw,3,0
Summer25Rosie,Summerose Pita,1.91410311943679,,0,1
rainbowf2001maren,Maren Hardy,0.001926861526789,,0,1
emeraldbarbara968,Barbara Salazar,0.003317496715872,Who wants to meet?,1,1
keniayellow980,Kenia Ferguson,0.005545074870741,Now i am dang lonely today,1,1
cristianb453,Cristian Barrientos,0.016253980729315,,0,1
jocelyn23halo4,Jocelyn Colon,0.002882065715061,:D,1,1
2012stevienpizza,Stevie Jennings,0.003512301202174,,0,1
2012stevienpizza,Stevie Jennings,0.002912429797429,lets talk,1,1
3friends65mariah,Mariah Munoz,0.00430282400714,,0,1
kj_3492,K J,0.019136469300698,Puab,1,0
suhdudee1,Lexy 🌸🐙,0.272992364753176,bmbx,3,0
sweety31rylee2,Rylee Meyer,0.003004013178525,:/,1,1
mintb2006irene,Irene Zimmerman,0.001669103743302,Hello there everyone!,1,1
2001nmaleahpretty,Maleah Butler,0.002261395043245,Who wishes to chat?,1,1
kyleejelly453,Kylee Buchanan,0.0026660699011,,0,1
georgia2013hunniev,Georgia Olson,0.00344646345686,Now i m damn annoyed right away,1,1
chitchatiloveu,Chit Chat,0.001267168712285,Rfju,6,0
FF3652,FF365 1,0.003181490925727,,0,1
ImRatherNeww,Tarantinooo Memes are💯💯,0.00841694843162,So the app still lives,3,1
maher.34,Maher Gr,0.899474001234328,,0,1
n2015guardianhannah,Hannah Reynolds,0.000739452651253,,0,1
kj_3492,K J,0.026751169065634,Yrxw,1,0
landry948dizzy,Landry Cobb,0.001167027083812,,0,1
sylvie2004brassw,Sylvie Mcguire,0.000592725555654,Anyone searching a good time?,1,1
exew99,عبدالله .,0.153828884793652,اهلين,1,1
jpatel1305,Pratik Gajjar,1.03167412949933,Hey everyone,2,1
218parkerpink,Parker Rodriquez,0.002815637800981,lovely,1,1
alondraangeli2011,Alondra Cain,0.001203820912374,,0,1
Ava_Beauty_,Ava Lindor,0.016835563304248,Lol,1,1
2009berkleyltiger,Berkley Jacobs,0.002576031671078,Whats up everyone!,1,1
66rocklyanna1,Lyanna Byrd,0.001990746612902,enjoyable,1,1
noor2008heartn,Noor Ayala,0.001047504756738,let s chat,1,1
662lillianacherry,Lilliana Herrera,0.002386808467132,Who wants to talk?,1,1
paulaturkey117,Paula Bryant,0.000663601885791,,0,1
th506070,Tarek Hamdy,0.145134420342467,k t r d,2,0
jmeghan2007kupkakes,Meghan Morrow,0.002289135916917,:*,1,1
londynlollipop693,Londyn Jones,0.00182569552075,,0,1
50karot7journee,Journee Santiago,0.002964870041167,browsing a real man,1,1
kennedy229prinky,Kennedy May,0.004443741587025,lmao,1,1
2017tdimplesrebecca,Rebecca Waters,0.001548706607686,Who wishes to meet?,1,1
168celestekyla,Kyla Hughes,0.001525033491629,:*,1,1
phillhet36,Phe Phe,3.17029393818919,Ueuy,3,0
haleycivory2005,Haley Fleming,0.002431815851618,prestigious,1,1
Maddiovezanime,Kameyo Takahashi,0.009502248780595,,0,1
dazzlin59jaycee4,Jaycee Rowe,0.001308773615294,,0,1
fatihemrederici,Fatih Derici,2.48068435366231,,0,1
amira985tiger,Amira Black,0.001720843789754,prestigious,1,1
chumg2007kendra,Kendra Stephens,0.00141266596814,lets talk,1,1
monicalud,Monica Ludwig,0.014168825030879,Nbrj,1,0
savannabering,Savanna Bering,3.93724381183309,,0,1
gil_khid,Gil Bert,0.048970931572495,,0,1
M.Kaxim,Kaxim M,0.002765565503527,,0,1
abigail3turkey92,Abigail Garcia,0.001157032695633,omg,1,1
tinker13ari9,Ari Barnett,0.002605086932028,I m damn annoyed these days,1,1
abigail3turkey92,Abigail Garcia,0.001518076898323,I m just really annoyed nowadays,1,1
dydufjr263ki,Lisa Johnson,4.77800463441069,,0,1
chitchatiloveu,Chit Chat,0.017619562709221,Nzwk,3,0
kj_3492,K J,0.045159009408068,,0,1
jamesbritne,Britney James,0.067473723220604,,0,1
643jayleehappy,Jaylee Marshall,0.002015141588118,lets chat,1,1
664lunapinkest,Luna Burke,0.001002296788825,Who wishes to meet?,1,1
ryan.sg.69,Ryan Sg,1.57250680113556,,0,1
Username unavailable,Ajeetha Vasavi,0.002115150861166,Listen everyone!,1,1
teddybear30000000,Ted Masker,0.005024941811959,hvar,2,0
manzz_0047,Manoj Pradhan,3.0249257575417,Wkpm,1,0
Zee00971563591431,Zeeshan Ahmad,1.25059550853791,P czf,3,0
paathooo,paathoos ❤,3.54405688097907,Hloo,2,0
174ameliachic,Amelia Wilkerson,0.001804219625062,Who wants to chat?,1,1
26ladybirdashley5,Ashley Alvarado,0.002207690477371,,0,1
5lolacherry32,Lola Vazquez,0.000897066151654,I m just darn lonely right away,1,1
norahkgiggles2010,Norah Anderson,0.001597827951665,,0,1
flip15kali6,Kali Larson,0.002782509950576,,0,1
ronjean01,Mc Jean,3.1187184829458,pjet,2,0
riley_boo25,Riley Marra,3.79076454879233,Hi,1,0
nana.335,Nana .,3.14347705634104,,0,1
riley_boo25,Riley Marra,3.7921407154644,Hi,1,0
tyrellsaywell,Tyrell Saywell,0.016130778052741,Wxct,1,0
39trixie5emilia,Emilia Jackson,0.003483972223821,Who wishes to speak?,1,1
kittensofmercy.,Wednesday Addams,0.000899318989228,npem,5,0
7keira69ultimate,Keira White,0.001102898151234,:(,1,1
